label,concurrency,worker,session_id,variant,call_index,kind,prompt_tokens,reuse_tokens,output_tokens,t_start_s,ttft_ms,e2e_ms,itl_ms_mean,server_prompt_tokens,server_output_tokens,server_cached_tokens,error
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,4,agent,1719,1544,44,38.81902478999996,230.67234699999517,1643.9506010000287,32.858000488373406,1719,44,1536,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,16,agent,4633,4486,23,40.89330832099995,63.66994900008649,906.0134580000749,38.26379759090576,4633,23,4624,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,5,agent,1786,1715,31,41.08811176500001,149.8338110000077,1114.98003600002,32.158562433331404,1786,31,1712,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,6,agent,2172,1782,39,42.75081966799996,417.48559799998475,1917.0988920000127,39.4461090263157,2172,39,1776,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,17,agent,4992,4629,62,42.16113146299995,108.20240200007447,2671.560903999989,42.015833459015354,4992,62,4976,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,18,agent,5135,4988,23,45.25851949999992,73.11625600004845,1046.122381000032,44.204496136361826,5135,23,5120,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,7,agent,2296,2168,49,45.37403352699994,210.80523899991022,1990.849991999994,37.0703504583337,2296,49,2160,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,19,agent,5495,5131,62,46.59931614599998,110.89519399990877,2602.8459859999202,40.839923213115235,5495,62,5488,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,8,agent,2369,2292,31,47.91820939999991,208.21536699997978,1377.1082859999524,38.94579416666678,2369,31,2288,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,20,agent,5638,5491,23,49.58351470399998,73.45159500005138,1279.8219090000202,54.81691081817789,5638,23,5632,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,9,agent,2755,2365,40,49.95278159199995,485.5914480000365,2024.229814000023,39.43856969230626,2755,40,2352,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,21,agent,5998,5634,62,51.14251731899992,140.0845970000546,3030.225529000063,47.3724376065566,5998,62,5984,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,10,agent,3018,2751,51,52.36750319299995,380.6139680000342,2313.562028999968,38.65132141999993,3018,51,2736,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,22,agent,6142,5994,23,54.641648149999924,104.30121499996403,1078.3994549999534,44.252574136361424,6142,23,6128,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,11,agent,3093,3014,31,55.12818680299995,234.82579300002726,1468.8995490000707,41.11388879999822,3093,31,3008,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,12,agent,3205,3089,15,57.31034166999996,272.47457800001484,920.2714890000152,46.17371221428357,3205,15,3088,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,23,agent,6502,6138,62,55.90136125799995,102.7412659999527,2786.052591999919,43.98376840983705,6502,62,6496,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,24,agent,6646,6498,23,59.07423720700001,82.33335800002806,904.530285000078,37.3525365909121,6646,23,6640,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,25,agent,7006,6642,62,60.2834876899999,86.23983200004659,2469.0621020000663,39.05764944262255,7006,62,6992,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,26,agent,7150,7002,23,63.19632888499996,89.69939199994315,956.3327019999406,39.37854886363952,7150,23,7136,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,27,agent,7510,7146,62,64.47147474399992,90.99671600006332,2534.776934999968,40.054645442622686,7510,62,7504,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,28,agent,7654,7506,23,67.43704251700001,91.93021299995507,1004.871062999996,41.45965249999893,7654,23,7648,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,29,agent,8014,7650,62,68.70064176699998,98.30918499994823,2650.7560259999536,41.83799562295157,8014,62,8000,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,0,agent,711,578,21,0.00745538299997861,97.23921900001642,649.1585589999431,27.57107029999588,711,21,704,
prefix-cache-on/full,4,0,exp-full-t1/billing-decimal__9BUpQ5q,full,0,agent,795,578,23,0.004641333999984454,70.10365999997248,680.2448020000611,27.715428045455198,795,23,784,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,0,agent,734,578,23,0.0065489720000186935,97.63084300004721,680.3509879999865,26.464475500001132,734,23,720,
prefix-cache-on/full,4,3,exp-full-t1/daterange-inclusive__cWK6zQt,full,0,agent,721,578,23,0.009320236000007753,95.03300100004708,677.6887219999708,26.464866863632736,721,23,720,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,1,agent,952,730,23,0.8636323059999995,60.01710800001092,680.7728420000103,28.187227545453712,952,23,944,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,1,agent,991,707,23,0.8825220190000209,70.2248199999076,690.2768619999051,28.150179227276855,991,23,976,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,2,agent,1216,948,22,1.6822015740000325,85.10433200001444,687.858408000011,28.683521571430166,1216,22,1200,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,2,agent,1153,987,24,1.7496916129999818,73.04500799989455,729.3857329999582,28.517285956522556,1153,24,1152,
prefix-cache-on/full,4,3,exp-full-t1/daterange-inclusive__cWK6zQt,full,1,agent,926,717,60,1.30511927200007,67.33922700004769,1735.5088650000425,28.24492383050926,926,60,912,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,3,agent,1409,1212,25,2.5084671560000515,86.5109000000075,758.8419749999957,27.98962200000214,1409,25,1408,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,3,agent,1415,1149,25,3.0394302629999856,85.25866699994822,778.6811219999663,28.85982770833569,1415,25,1408,
prefix-cache-on/full,4,3,exp-full-t1/daterange-inclusive__cWK6zQt,full,2,agent,1009,922,31,3.5089455019999605,67.56091900001593,982.4665009999762,30.481381333333957,1009,31,1008,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,4,agent,1543,1405,46,3.4414127339999823,79.9416879999626,1432.2192690000293,30.03200631111061,1543,46,1536,
prefix-cache-on/full,4,0,exp-full-t1/billing-decimal__9BUpQ5q,full,1,agent,989,791,153,0.9248732610000161,85.14672399996925,4470.02510599998,28.843827125000058,989,153,976,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,4,agent,1487,1411,52,4.137755017000018,97.13166500000625,1625.2130230000148,29.949160823530647,1487,52,1472,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,5,agent,1614,1539,25,5.271292053000025,92.61199899992789,835.5496549999089,30.927768833331964,1614,25,1600,
prefix-cache-on/full,4,3,exp-full-t1/daterange-inclusive__cWK6zQt,full,3,agent,1548,1005,38,5.194566030000033,73.28838400007953,1221.4395390000163,31.008701864862275,1548,38,1536,
prefix-cache-on/full,4,0,exp-full-t1/billing-decimal__9BUpQ5q,full,2,agent,1165,985,23,5.7754586089999975,81.97118500004308,757.8702210000756,30.688686863635954,1165,23,1152,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,5,agent,1560,1483,24,6.025518126000065,80.41182299996308,761.1753219999855,29.57797034782842,1560,24,1552,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,6,agent,1796,1610,30,6.325275431000023,90.52712099992277,944.3416439999055,29.424415551724106,1796,30,1792,
prefix-cache-on/full,4,2,exp-full-t1/csv-report-totals__TPBnSPN,full,6,agent,1665,1556,15,7.78598970500002,76.68584700002157,577.445230999956,35.73926935713904,1665,15,1664,
prefix-cache-on/full,4,3,exp-full-t1/daterange-inclusive__cWK6zQt,full,4,agent,1719,1544,44,7.016048287999979,85.33497700000225,1494.543541999974,32.75092972092955,1719,44,1712,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,7,agent,1870,1792,21,7.754399206000016,80.08390600002713,814.3983479999406,36.68393515000048,1870,21,1856,
prefix-cache-on/full,4,0,exp-full-t1/billing-decimal__9BUpQ5q,full,3,agent,1524,1161,63,6.955686496999988,117.48873999999887,2070.6902770000397,31.497811741936008,1524,63,1520,
prefix-cache-on/full,4,2,exp-full-t1/inventory-oversell__3B3ysNf,full,0,agent,724,578,24,8.365925307999987,144.45580300002803,803.5805499999924,28.637387217392405,724,24,576,
prefix-cache-on/full,4,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,8,agent,2005,1866,24,8.71884847199999,76.60138100004588,849.6701710000707,33.57889591304387,2005,24,2000,
